age,gender,height_cm,weight_kg,BMI
38,1,157.4,54,21.79637663
48,0,173.9,77,25.46194415
28,1,152.6,48.1,20.65551412
25,1,154.6,53.8,22.50936775
31,0,172.4,76.4,25.70507265
22,0,179.9,78.9,24.37893203
31,0,166.7,81,29.1483395
29,0,175.8,72.1,23.32907521
23,0,175.4,68.1,22.13542852
53,1,165.5,55.3,20.18966603
57,1,162.3,66.4,25.20757336
64,0,163.2,58.52,21.97171761
30,0,171.5,58.2,19.7876735
49,0,167.6,64.9,23.10450499
63,0,164.6,65.8,24.2865727
52,1,161.5,54.2,20.7804158
21,1,166.7,58.4,21.01559292
24,1,163.8,52,19.38097176
21,0,171.4,56.5,19.23210461
26,0,173.6,70.8,23.49274778
61,0,168.8,68.4,24.00552548
31,0,171.4,77,26.21012487
21,0,173.3,83.8,27.90274263
25,0,175.2,72.4,23.58687267
25,0,180.6,83.7,25.66196841
31,0,176.1,75.1,24.21704925
26,0,174.5,77.9,25.58271279
29,0,183.7,92.5,27.41090788
21,1,161.2,45,17.31739005
38,1,161.4,62.5,23.9923593
25,0,174.8,68.5,22.41856008
21,0,182.6,86.8,26.03263797
52,1,167,69.2,24.81265015
40,1,160.4,64.5,25.06980678
35,0,175.1,63.3,20.64578583
28,0,174.9,74.8,24.45242744
25,1,158.7,83.1,32.99492688
23,0,174.3,99.12,32.62620188
25,1,164.4,57.7,21.34873698
46,0,172,79.5,26.87263386
27,1,155.9,50.8,20.90121256
41,1,153.6,59.1,25.04984538
22,0,180.6,63.2,19.37677902
27,1,170,63.8,22.07612457
43,0,175.2,76.1,24.79227914
24,0,169.9,58.8,20.36997839
35,1,164.6,62.3,22.99473373
51,1,156.9,56.2,22.8291861
21,1,161.8,53.6,20.47423837
29,0,173.2,72.7,24.23475511
55,1,165.2,70.98,26.00853613
26,0,182.4,83.6,25.12792398
25,1,170.2,58.3,20.12562811
60,1,150.6,51.4,22.6627796
45,0,173.7,60.4,20.01876594
27,1,167.6,57.6,20.50569318
41,0,174.6,76.6,25.12697982
38,0,176,82.9,26.76265496
45,0,174.5,69,22.65991248
47,1,161.9,54,20.60155786
57,0,161.9,61.58,23.49340617
27,0,175.2,66.62,21.70383228
22,0,184.6,76.8,22.53708936
38,0,181,72.2,22.03839932
31,0,177.5,94.6,30.02578853
36,1,160.4,49.1,19.08414749
21,1,168.7,56.4,19.81750328
56,0,158.6,53.8,21.3882824
41,1,154.6,52.5,21.96546109
58,0,170.1,62.6,21.63543871
36,0,184,87.7,25.90382798
26,0,170.7,70.5,24.19480213
39,0,173.5,68.5,22.75577407
23,1,165.1,63.2,23.18584519
36,0,180.2,76.3,23.49713785
28,0,176.7,76.9,24.62936647
54,0,170.5,72.3,24.87078714
57,0,170.6,64.9,22.29906447
29,1,168.7,61.1,21.46896189
23,0,172.5,70,23.52446965
47,1,159.6,53.5,21.00332284
32,0,170.6,68,23.36419698
34,0,170.2,63.5,21.92070986
23,1,165.8,51.4,18.69795312
38,0,183.6,67.7,20.08368102
47,0,172.4,70.3,23.65270428
32,0,173.5,79.5,26.40998596
27,0,172.9,80.5,26.92811131
23,0,174.2,75.2,24.78115472
28,0,171.3,68.7,23.41218845
29,0,173,73.1,24.42447125
21,1,162.3,58.9,22.36033239
28,0,187.2,82.7,23.59901198
42,0,168.7,65.4,22.97987083
39,0,172.3,75.9,25.56649664
51,1,165.1,61.7,22.63554823
29,0,169,94.9,33.2271279
62,1,159.6,59.3,23.28031859
24,1,160.6,53.7,20.82011883
27,0,171.5,68.8,23.39161404
57,1,156,53.8,22.10716634
25,1,163.1,54.5,20.48748177
42,0,184.9,85.9,25.12576778
61,0,170.9,102.2,34.99183923
21,0,175.9,91.5,29.57259361
54,1,160,58.3,22.7734375
61,0,162.5,72.7,27.53136095
64,1,156.3,53.8,22.02238342
63,1,157.2,60.62,24.53075125
24,0,173.9,64,21.16317436
34,0,170.8,75.2,25.77757789
54,1,166.9,68.8,24.69879496
26,0,177.4,78.3,24.88023804
23,0,181.9,106.9,32.30816611
30,0,176.2,88.5,28.50568374
55,0,173.6,77.76,25.80220434
58,1,154.9,58.66,24.44776842
22,1,170.7,67.6,23.19955495
42,0,177,75.9,24.22675476
60,0,160,51.8,20.234375
44,0,171.5,82.1,27.91353943
60,0,167.3,65.4,23.36608038
22,0,175.4,67.7,22.00541132
26,0,171.7,69.8,23.67635441
29,0,174.6,79.2,25.9798538
53,1,163.3,50.76,19.03484058
21,0,173.1,67.36,22.4806023
36,0,179.9,84,25.95475653
23,1,162.3,49.4,18.75382717
60,0,166.7,61.9,22.27508907
27,0,171.3,85.7,29.20559752
57,1,163.8,61.1,22.77264182
29,0,168,83.5,29.58475057
26,0,169.7,67.1,23.30015636
24,1,160,46.8,18.28125
42,1,156.6,63,25.68958177
33,1,163.2,55,20.65011053
28,0,174.5,71.4,23.44808335
21,1,162.4,61,23.12904948
22,1,157.7,46.2,18.57712866
38,0,175.6,74.5,24.16057409
22,1,155,45.7,19.02185224
34,0,172.5,77.2,25.94412938
54,0,171.4,65.7,22.36370395
33,1,162.6,55.8,21.10537711
36,0,180.6,78.2,23.97569809
23,0,166.6,69.8,25.14811447
27,0,175.5,85,27.59717859
27,0,172.6,79.6,26.71969429
52,1,155.7,46.5,19.18119797
33,0,167.4,76.3,27.22786763
28,0,175.9,82.04,26.51514295
25,0,172.6,69.8,23.43008369
28,0,180,76.2,23.51851852
48,1,159.8,64.3,25.1800984
59,1,161.9,59.6,22.73801571
31,0,173.3,68.3,22.74173415
60,0,181.2,78.5,23.90855177
22,1,167.5,53.6,19.10447761
28,0,182.4,97.3,29.24577755
27,1,165.7,68.5,24.94856407
23,1,162.2,58.48,22.22827004
25,0,169,63.1,22.09306397
23,0,181.9,89.1,26.92850889
26,1,157.6,50.6,20.37220748
22,0,170.7,60.6,20.79723417
24,0,181,59.4,18.13131467
59,1,152.9,47.9,20.48898963
28,0,178.7,87.7,27.46315881
22,1,157.7,54.5,21.91457818
28,0,173.7,70.4,23.33313116
28,1,165.2,54.1,19.82335594
26,1,165.5,63.7,23.25645074
31,1,157.9,60.96,24.4501033
27,0,179,69,21.5349084
21,1,160.3,58,22.57152742
64,0,166,69.84,25.3447525
21,1,171.1,70.1,23.94517409
41,0,186.2,85,24.51656224
27,1,163.1,61.4,23.08130974
36,0,174.7,76.6,25.09822219
52,1,157.9,54.28,21.7708597
28,0,185.9,92.1,26.6502232
23,0,183.2,89.5,26.66687325
46,1,155.5,50.8,21.00888122
25,0,172.9,85.3,28.53376267
23,1,156,57.2,23.5042735
21,1,163.9,54,20.10184189
34,0,173,71.1,23.75622306
57,0,160.5,66.62,25.86155026
28,0,180.8,81.1,24.8098422
56,1,158.9,51,20.19865176
56,0,167.7,65.66,23.34719729
43,0,177.3,79.7,25.35367099
60,0,163.7,65.3,24.367772
25,1,155,54.4,22.64308012
43,1,155.7,72.04,29.71641939
32,0,180.3,68.5,21.07167785
27,0,181.6,84,25.47109395
61,0,175.2,73.8,24.04297242
48,0,167,65.24,23.39273549
25,1,166,51.5,18.68921469
26,1,166,59.2,21.48352446
43,0,169.6,79.1,27.49949938
28,1,153.4,54.8,23.28787382
38,0,167.6,61.8,22.00089997
49,1,151.7,59.7,25.94198295
31,0,181.7,68.9,20.86937137
24,0,172.3,75.7,25.49912774
25,0,184.8,86.6,25.35793932
48,0,179.1,80.9,25.22071241
49,0,176.7,63.9,20.46575445
34,0,182.2,71.9,21.658688
50,0,165.1,74.1,27.18466975
21,0,174.1,61.2,20.19081641
28,1,165.5,69.6,25.41050191
45,0,174,80.8,26.68780552
25,0,174.8,62,20.29125146
36,1,158.8,50.8,20.14478869
22,1,160.1,55.1,21.4965584
44,0,173.1,78.5,26.19844538
22,1,164.4,57.8,21.38573653
54,0,174.1,64.3,21.21355384
60,0,175,83.8,27.36326531
25,1,158.6,60.9,24.2108996
43,0,169.2,57.2,19.97999206
21,0,174,69.8,23.05456467
23,1,157,56.8,23.04353118
32,0,175.8,68.44,22.14482535
23,1,158,47.44,19.00336485
21,0,182.4,60,18.0343952
55,1,150.3,60.7,26.87018954
43,0,180,74,22.83950617
21,0,177.1,67.2,21.42555846
35,0,159.4,64.2,25.26727424
24,0,175,68,22.20408163
24,0,174.5,60.9,19.9998358
57,1,154.3,47.5,19.95086627
22,1,167.3,52.54,18.7714658
22,0,177.8,90.5,28.62760828
63,0,167.6,65.4,23.2825058
21,0,169.1,78,27.27767731
44,1,160.5,62.6,24.3010064
54,1,157.8,54.4,21.84665256
41,0,181,83.6,25.51814658
32,1,174.1,63.6,20.98261313
29,0,170.6,47,16.14878321
26,0,174.9,64.4,21.0526247
27,1,162.7,64,24.17713682
30,1,166.2,55.1,19.94754989
37,1,156.2,52.9,21.68171408
26,1,165.4,59.1,21.60311962
35,0,174.5,77.8,25.54987233
32,1,158.3,54.6,21.7886746
27,0,175.8,69.1,22.3583786
38,1,161,70.8,27.31376104
42,0,174,70.8,23.38485929
49,1,159.6,57.8,22.69144038
25,1,154.3,55.7,23.39501581
41,0,168.7,74.1,26.03682612
26,1,159.3,59.4,23.40749253
51,1,156.8,57,23.1836995
21,0,171.6,78.6,26.6924218
28,0,176.7,72.1,23.0920328
26,0,176.7,69.1,22.13119926
26,0,164.8,62.7,23.08623574
41,1,156.4,58.9,24.07918577
38,1,168,74,26.21882086
22,1,161,57.2,22.06704988
38,1,159.4,51.2,20.15084799
51,1,158.2,55.5,22.17583721
34,0,168.8,65,22.81226837
27,0,171,71.5,24.45196813
21,0,175.7,65.1,21.08810064
24,0,180,69.5,21.45061728
34,1,160.8,51.5,19.91751442
24,0,175.6,93.38,30.28341488
23,1,164,60.3,22.41969066
25,1,158.3,48.22,19.24267196
22,1,170.2,51.2,17.6746511
30,0,172.7,86.2,28.90164689
21,0,177.9,84.3,26.63640922
57,1,167.9,58.8,20.85815708
21,1,157.4,49,19.77819361
28,0,175,64.8,21.15918367
58,1,159.1,58.02,22.92120077
33,0,178,90.4,28.53175104
33,1,153.2,49,20.87750274
44,0,177.6,80.7,25.58512905
39,0,180.1,73.8,22.75249021
25,0,168.2,63,22.26837707
25,0,165.8,72.3,26.30081733
26,0,174.2,64.8,21.35397375
21,0,172.2,68,22.93203619
23,0,168.8,70,24.56705824
21,1,173.5,54.5,18.10495893
45,1,153.6,48.5,20.55697971
22,0,178.4,62.8,19.73194715
60,0,169.1,63.7,22.27676981
60,0,175.7,72.1,23.35563835
22,1,162.4,49.3,18.69282196
58,0,164.1,59.5,22.09529496
22,1,171.7,68.1,23.09970968
54,1,155.7,48.5,20.00619573
45,0,164.4,64.4,23.82770644
24,1,160,49.6,19.375
61,0,165,77.7,28.5399449
47,0,173,75.4,25.19295666
45,1,160.2,59.42,23.15301878
58,0,167.2,67.3,24.07368192
23,0,171,67.6,23.11822441
22,0,178.7,76.4,23.92457621
24,1,174.5,62.8,20.6238044
37,0,170,62.7,21.69550173
22,0,183,96.4,28.78557138
25,1,163.2,59.92,22.49735679
25,0,166.5,60.5,21.82362543
61,1,157.4,58.5,23.61274135
30,0,167.5,61.7,21.99153486
58,1,158.6,72.5,28.82249952
42,1,161.3,57.2,21.98504172
53,0,168.4,67.6,23.83759965
23,1,165.1,52.8,19.37045294
27,1,165.5,80.38,29.34620896
63,0,165.6,66.94,24.4098462
22,1,164,50.2,18.66448543
25,0,180,78.9,24.35185185
22,1,167,46.1,16.52981462
52,0,163.9,66.3,24.68059476
38,0,180.2,74,22.78883618
49,0,166.7,65.7,23.64254204
37,0,171.2,70.5,24.05368373
29,0,176.5,65.8,21.12206983
38,0,175.2,71.8,23.39140135
42,0,166.3,71.6,25.88978977
23,1,160.1,58.7,22.90105224
26,0,182.2,79.3,23.88781583
31,0,170.1,69.6,24.05473697
43,1,163.8,59.1,22.02721983
26,1,167.1,59.2,21.20160831
35,0,176.4,77.7,24.97030558
33,0,169.5,79.6,27.70598933
21,0,169.9,69.2,23.97283171
23,1,160.6,48.8,18.92033145
32,0,178.9,63.2,19.74678498
21,0,161.6,66.9,25.61789285
41,0,170.5,85.6,29.4459112
22,0,164.4,63.5,23.49471055
57,0,172.8,59.8,20.02689901
47,1,157.6,52.1,20.97612667
26,0,170.3,72.3,24.92923786
53,1,152.4,60.4,26.00560757
27,0,166.2,63.2,22.87994833
30,0,166.7,73.2,26.34146236
22,0,175.8,64.58,20.89586237
31,0,175.4,70.9,23.04554893
26,0,171.4,69.34,23.60272803
63,0,171.7,89.9,30.4943304
26,0,166.8,64.7,23.25477747
23,1,160.5,55,21.35072447
40,1,151.6,60.5,26.32430852
49,1,160.8,72.42,28.0082795
46,1,158,52.3,20.95016824
21,1,169.2,55.4,19.35125105
47,1,171.9,61.2,20.71093324
27,0,172.8,69.7,23.34238897
22,1,169,52.1,18.24165821
41,0,178,67.9,21.43037495
25,0,183.5,89.3,26.5203543
21,0,166.5,63,22.72542813
22,0,172.5,56.8,19.0884268
22,0,171.2,59.9,20.43710149
25,0,173.8,80.5,26.64994617
32,0,185.6,113.9,33.06494315
29,1,160.8,59.6,23.05017203
55,0,166.2,58.8,21.28704054
60,1,159.2,53.8,21.227368
37,1,163.3,53.9,20.21233072
49,0,170.9,68.2,23.35071855
23,0,179,71.5,22.3151587
25,0,183.8,83.02,24.57489749
28,0,168.9,74.7,26.18552603
21,0,168.7,62.3,21.8906109
43,0,174.1,84.96,28.02960396
52,0,170.8,55.7,19.09323256
29,1,161.3,51.2,19.67891846
39,0,177.7,81.8,25.9046929
28,1,160,60,23.4375
30,0,173.7,77.9,25.81890507
28,0,164.6,70.6,26.05823758
23,1,156.7,52,21.17704457
63,1,156.5,43.6,17.80154947
60,1,155.2,48.9,20.30137368
38,1,162.1,51.7,19.67544273
28,0,175,93,30.36734694
22,0,168.5,65,22.89357131
35,0,178.1,80.4,25.34709601
42,0,174,66.1,21.83247457
39,1,157,52.9,21.46131689
33,0,171.1,68.7,23.46695378
61,0,171,61.8,21.13470812
26,1,166.9,61.3,22.00633912
40,0,175.9,81.7,26.40525571
40,0,173,68.5,22.88750042
50,0,161.5,63.2,24.23103835
51,0,179.1,83.5,26.03126682
25,0,171,93.6,32.00984918
41,0,173.2,66.8,22.26797305
54,1,157.8,67.2,26.9870414
61,1,156.3,58.3,23.86440434
37,0,177.8,88.9,28.12148481
63,1,148.2,64.2,29.23065996
27,1,160.9,50.3,19.42924375
21,0,175.5,61.7,20.03230493
44,0,173,75,25.05930703
25,1,160,57.3,22.3828125
28,0,178.7,74.3,23.26696351
50,1,160.3,59.1,22.99960811
45,0,180.7,95.9,29.36988879
47,0,174.9,58.5,19.12389045
37,1,160,52.7,20.5859375
28,1,162.6,53.5,20.23544221
58,0,162,62.7,23.89117513
27,0,186.8,99.3,28.45741876
45,1,175.8,69.9,22.61723103
26,0,170.3,48.8,16.82637355
23,0,183.5,79.2,23.52085174
64,1,148.6,57.8,26.17521271
29,0,173,67.6,22.58678873
42,0,178.4,72,22.62261457
60,0,179.6,78.2,24.24343133
47,1,161.7,56.6,21.64693392
64,0,165.1,63.2,23.18584519
59,0,167,71.9,25.78077378
30,0,169.7,77.9,27.05040508
21,0,173.5,68.3,22.68933385
58,0,175.2,75,24.43391506
35,1,153.3,86,36.59435877
29,0,186.1,79.7,23.01259398
21,1,161.9,48.2,18.38879794
63,0,173.2,74.26,24.75478561
23,0,165.7,66.3,24.14729632
58,0,168.1,69,24.41820097
29,1,164.3,53.3,19.74477014
32,0,171.9,71.1,24.06123126
21,0,174.4,73.4,24.13254356
25,0,174.6,66.3,21.74828671
39,1,160.6,52.2,20.23855126
61,1,157.7,52.7,21.19079395
36,0,165.2,55.4,20.29970276
27,0,172.1,71.84,24.25518453
27,1,166.1,58.2,21.09520352
24,0,177,55.8,17.81097386
37,0,166,64.5,23.40688053
59,1,152.9,55.2,23.61152876
33,0,182.6,89.4,26.81241745
63,0,165.7,64,23.30960731
21,0,171,67.7,23.15242297
47,0,173.1,73.25,24.44632005
42,1,161.3,60.2,23.13810334
55,0,169.5,68.9,23.98169177
32,0,174.6,79.7,26.14386803
50,0,171,85.9,29.37656031
56,1,159,53.2,21.04347138
47,1,161.1,66.7,25.70009644
21,1,166.3,63.9,23.1055526
52,1,166.4,57.38,20.72306074
48,1,169.3,76.2,26.58526876
63,0,162.4,64.7,24.53195904
23,0,167.7,66.6,23.68143983
35,1,159.5,63.5,24.96044654
30,0,165.2,62.5,22.90128921
64,0,170.1,72,24.88421066
44,0,177,78.28,24.98643429
60,0,173,76.5,25.56049317
33,0,175.6,93.5,30.32233125
21,0,174,73.46,24.26344299
31,0,168.3,59,20.82973667
41,0,175.8,90.9,29.4121073
63,0,177.3,82.2,26.14895552
30,0,172.9,79.7,26.66050275
42,1,158.5,48.9,19.46481704
47,0,172,95,32.11195241
26,0,169.3,67.9,23.68949802
29,0,160.8,49.7,19.22136828
63,1,157.8,57.1,22.93095333
30,0,180,78.6,24.25925926
30,1,155,49.2,20.47866805
39,0,173,73.2,24.45788366
22,0,175.9,73.3,23.69039466
55,0,173.3,68.6,22.84162463
61,0,165.7,60.3,21.96202064
49,0,175.5,108.5,35.22698679
64,0,166.3,74.1,26.79376287
48,0,172.9,78.9,26.39289419
35,0,163,78.6,29.58334902
25,0,179,81.2,25.34252988
29,0,172.1,71.8,24.24167941
53,1,160,54.8,21.40625
23,0,177.1,81.1,25.8573332
60,0,170,73.6,25.46712803
32,0,173.2,76.1,25.36815493
24,0,171.9,70.1,23.72281732
55,0,164.3,56.8,21.04133103
36,0,180.9,73.1,22.33779203
21,1,155.9,48.7,20.03718605
23,0,168.6,74.9,26.34915408
35,0,167.1,68.9,24.67552049
34,0,177.4,86,27.32695365
42,1,155.2,52.5,21.79595334
29,0,176.2,71.1,22.90117643
22,0,180.3,68.1,20.94863156
27,0,168.6,71.1,25.01234787
31,1,166.3,61.8,22.34621519
25,1,159.6,64.3,25.24324596
46,1,158.4,56.7,22.5981405
51,1,156.9,53.8,21.85427424
37,0,178.6,85.8,26.89827186
36,0,167,63.1,22.62540787
26,0,183.2,89.3,26.60728247
61,0,171.5,71,24.1396017
24,1,169.6,58.7,20.40734025
27,0,172.3,71.6,24.11806534
22,0,174.3,85,27.97848224
55,0,163.8,68.58,25.56052007
25,0,168.9,79.66,27.92421691
26,1,164.1,58.1,21.57540567
24,0,168,70.3,24.90787982
23,1,157.2,49.8,20.15228328
61,1,156,55.4,22.76462853
23,1,167.7,60.7,21.5835345
23,1,165.5,48.62,17.750842
22,1,153.8,48.5,20.50355028
22,0,172,65,21.97133586
57,0,167.7,65.98,23.46098198
38,0,183.6,83.7,24.83019352
44,0,171.4,87.1,29.64807631
54,0,168.2,72.5,25.62630694
21,0,170.2,62,21.40289781
35,0,177.2,78.4,24.96828009
45,0,171.1,80,27.32687485
22,0,176.8,84.8,27.12884667
44,0,176,76.4,24.6642562
60,0,167.3,60.6,21.6511387
37,1,157.4,43.7,17.63891961
50,1,157.2,57.92,23.43815758
60,0,180.4,84.5,25.96471994
39,0,176.8,66.02,21.12083086
22,0,173.3,73.2,24.37327876
55,1,160.1,70.2,27.38762976
21,1,167.3,55.1,19.68610136
60,0,167.9,72.8,25.82438496
36,0,184.2,80,23.57820478
22,0,176.8,92,29.43223931
29,0,179.4,73.6,22.86825029
41,0,169.7,73.08,25.37668297
26,0,173,83.8,27.99959905
56,0,178.5,82,25.73578451
55,1,151.7,53.8,23.37820239
26,0,171.6,67.7,22.99080096
24,0,174.8,72.9,23.85858438
24,0,167.9,58.8,20.85815708
30,1,159.5,61.3,24.09567516
31,0,171.4,69,23.48699501
58,0,171.4,69.9,23.79334712
21,0,184,76.1,22.47755198
35,0,175,74,24.16326531
22,0,184.3,74.5,21.93338199
28,0,174.8,89.3,29.22594767
27,1,164.8,50.4,18.55735696
21,1,161.3,51.6,19.83266001
31,1,160.5,54,20.96252948
31,1,155.3,51,21.1459531
36,0,169.6,68.1,23.67529592
29,0,171.9,66.7,22.57220992
28,1,162.5,64.3,24.35029586
34,0,175.4,78.8,25.61338865
27,1,154.6,43.3,18.11627553
61,1,157.1,57.8,23.41938404
44,1,163.3,60.62,22.73230962
54,0,179.2,88.1,27.43467993
43,1,162.6,54.7,20.68932128
24,0,171,63.1,21.57928935
55,1,155.4,53.3,22.07116107
22,0,175.2,72.2,23.52171556
62,1,151.3,62.3,27.21511605
25,0,180.3,78.9,24.27088149
27,0,180.2,76.24,23.47866041
22,0,173.9,63.3,20.93170214
24,0,184.8,89.2,26.11926313
29,0,173.3,83.6,27.83614897
60,1,160.6,90.3,35.01036741
32,0,182.9,71.5,21.37364692
24,0,185,89.1,26.03360117
36,0,183,106.6,31.83134761
26,0,180,71.3,22.00617284
44,1,152.4,50.9,21.91532161
27,0,189.8,97.4,27.03750051
35,0,170,71.6,24.77508651
25,0,177.3,71.3,22.68151495
22,0,168.7,83.1,29.19919367
29,1,165,50.5,18.54912764
31,0,169.8,69.52,24.11206422
22,1,169,60,21.0076678
22,1,169.3,48.4,16.88618121
21,1,166.3,67,24.22647925
56,0,168,71.3,25.26218821
49,1,156.1,50.6,20.76561084
26,1,168.1,70.2,24.84286534
33,1,157.3,59,23.84484844
41,0,174.4,73.9,24.29693418
30,0,163.7,57.2,21.3451234
29,0,177,81.6,26.04615532
26,1,166.2,58.5,21.17843319
60,1,161.5,64.4,24.69112136
44,0,170.7,63.3,21.72384362
25,1,156.3,53.3,21.81771443
34,1,160.2,73.3,28.56136446
30,0,186,76,21.96785756
26,0,176,70.6,22.79183884
61,1,158.4,54.7,21.80102796
22,0,173.5,71.9,23.88525775
34,0,165.8,63.1,22.95410198
27,0,175,94.1,30.72653061
25,1,160,61.6,24.0625
29,0,183.9,83.5,24.69010956
35,1,160.9,66.6,25.72540028
49,1,163.1,61,22.9309429
45,0,174,71.2,23.51697714
25,1,161.7,61.3,23.44447083
35,0,179.3,70.1,21.80506767
26,1,159.5,49.7,19.53597154
56,0,168.8,74.7,26.21656072
36,0,175.5,83.6,27.14263683
42,1,167.9,67,23.7669477
54,0,170.9,68.7,23.5219115
31,0,169.6,66.46,23.10514195
27,1,162.9,74.8,28.18768628
24,0,171.8,83.3,28.222708
35,1,163.5,62.5,23.37999981
21,0,179.1,83,25.87539098
50,1,158.5,48.1,19.14637423
38,0,168.2,72,25.44957379
21,0,183.6,78,23.13924844
54,1,162.8,56.9,21.46858719
23,0,185.3,80.3,23.38647179
58,1,160.7,52.9,20.48443164
41,0,174.2,75.5,24.88001571
24,0,176.9,62.1,19.84430687
22,1,166.2,49.4,17.88401025
52,0,164.5,64.3,23.76179082
27,1,159.5,68.8,27.0437594
21,1,154.6,45.2,18.91121602
21,1,154.8,49.16,20.51492632
62,1,144.9,50.8,24.19507325
50,1,157.1,64.6,26.17460569
22,1,167.9,61,21.63856432
25,0,178.1,82.1,25.88304207
28,0,181.1,89.3,27.22792579
35,0,181.3,84.4,25.6771512
62,1,158.1,69.1,27.64485444
32,0,172.2,73.4,24.75310965
47,1,166.7,55.7,20.04398161
21,1,167.3,63.5,22.6872493
36,1,162,54.9,20.91906722
36,0,170,63.6,22.00692042
24,1,154.1,42.1,17.72869703
24,0,170.1,72.68,25.1192282
31,1,160.2,57.4,22.36592524
21,1,165.4,63.5,23.21147371
35,1,169,59.1,20.69255278
26,0,164.2,70.9,26.29661994
23,1,157.5,50.8,20.47871
42,0,178,80.6,25.43870723
44,0,180.8,78.4,23.98386718
44,0,168.2,71.6,25.30818727
23,1,171,67.3,23.01562874
27,0,174.2,75.6,24.91296938
52,1,157,57.6,23.36808795
63,0,179.6,71.4,22.13530687
62,0,173.6,71.64,23.77147529
30,0,175.2,91.5,29.80937637
63,0,170.2,56.8,19.60781606
21,0,176,61.2,19.7572314
35,1,169.5,73.2,25.4783721
22,0,168.9,69,24.18743368
35,0,171,89,30.43671557
24,1,171.5,61.7,20.97765387
25,0,175,72.54,23.68653061
60,0,171.4,68.4,23.28276027
22,0,180,87.1,26.88271605
31,1,154.5,55.2,23.12501964
33,1,167.9,61.6,21.85140266
23,0,173.2,66.3,22.10129661
27,0,174.3,65.2,21.46114167
44,0,172.6,73,24.50424225
26,0,189.3,87,24.27828609
55,0,173.5,74.4,24.71576045
27,0,168.9,70.2,24.6080847
39,1,160.6,54.8,21.24660171
40,0,174,61.6,20.34614876
27,1,162.2,48.3,18.3588482
36,1,168.6,59.1,20.79085456
49,0,167.6,68.22,24.28643036
21,0,163.3,63.4,23.77480089
52,0,172.3,72.9,24.55596317
21,0,167.6,55.2,19.6512893
48,1,167,61.4,22.01584854
24,0,179.7,73.8,22.85389394
59,0,165.2,67.62,24.77736283
56,1,166.6,61.3,22.085665
38,0,176.7,67.7,21.68281027
51,1,156.6,47.7,19.45068334
21,0,178.6,65.1,20.40882865
52,1,160.4,56.7,22.03810922
22,1,158,53.8,21.55103349
57,1,156.2,53,21.7227003
35,0,181,78.5,23.96141754
22,0,175.9,70.9,22.91472007
56,0,171,76.5,26.16189597
42,1,164.2,64.5,23.9228771
55,1,155.6,58,23.95569683
50,1,160.8,62.5,24.1717408
32,0,168.7,73.3,25.75572678
31,0,174.2,76.9,25.341367
62,1,150.3,51.4,22.75334007
24,0,168,65.2,23.10090703
25,0,174,70.2,23.18668252
29,1,163.1,54.1,20.33711493
23,0,174.3,71.8,23.63358853
60,1,161,54.1,20.87110837
48,1,158,48,19.22768787
54,1,160.9,58.7,22.67388883
44,0,167.1,57.9,20.73603246
24,1,166.4,53.7,19.39401119
64,1,156.7,56.4,22.96894834
23,1,167.7,58.2,20.69459156
24,1,166.8,58.5,21.02634439
33,0,170.3,70.1,24.17067184
49,1,162.2,56,21.28562111
64,1,151.6,71.6,31.15405769
37,0,178.5,61.3,19.23906818
45,0,172.8,69.48,23.26871142
23,1,161.5,59.2,22.69742833
23,0,182,85.9,25.93285835
23,1,163.9,52.4,19.50623176
21,1,168.7,56.4,19.81750328
28,0,178.5,81.4,25.54747389
40,0,174.2,77.1,25.40727432
21,1,157.6,53.1,21.37873947
21,1,164.3,52.1,19.30023497
25,0,178.8,74.5,23.30350485
43,0,174.3,72.7,23.92983128
24,0,176.2,73.16,23.56469856
26,0,169.4,71.2,24.81150919
26,1,156,64.3,26.421762
29,1,157.8,57.4,23.0514312
38,1,162.1,64.1,24.39450442
28,0,175.6,77.8,25.23077402
60,0,166.4,69.8,25.208603
33,0,180.6,80.9,24.80350352
60,0,166.5,60.9,21.96791386
49,0,170.8,71.5,24.50926622
38,1,159.8,69.5,27.21643606
26,1,167.7,63.4,22.54359287
21,1,161.9,62.4,23.80624464
60,1,160.6,59.18,22.944779
55,0,170.9,70.8,24.24092189
29,0,171.8,67.16,22.75434657
21,0,173.6,84.3,27.97229714
25,0,164.6,92.5,34.14145858
29,0,170,69.7,24.11764706
57,1,161,50.02,19.29709502
21,0,169.9,65.44,22.67026167
21,1,165.6,68,24.79637798
34,0,169.5,70.9,24.67782216
46,1,162,63.2,24.08169486
54,0,171.9,91.7,31.03255847
38,0,174.4,72.68,23.89582106
23,1,162.1,48.2,18.3434495
21,0,176.4,66.2,21.27457181
22,0,176.6,80.5,25.81157359
37,0,169.9,85.2,29.51568298
49,0,172,65.6,22.17414819
27,0,165.4,65,23.75977623
23,1,164.2,54.2,20.10263471
21,0,169.4,64.2,22.37217543
26,1,161.2,47,18.08705183
34,0,178,116.3,36.70622396
41,1,161.8,57.3,21.88757198
26,1,170.9,55.4,18.968179
35,0,175.7,82.9,26.85412509
36,0,168.3,64.5,22.77149179
27,0,171.9,94.7,32.04780029
23,0,171.1,70.8,24.18428425
22,0,181.8,77,23.2971592
61,0,170.3,67.1,23.13626363
43,1,171.4,65.6,22.32966482
25,0,174.2,63,20.76080781
37,0,179.5,84.6,26.25677951
57,0,164.6,64.2,23.69601774
30,1,165.8,53.4,19.42549993
